Référence;EAN 13;EAN 14 SPCB;EAN 14 PCB;Désignation;PCB;SPCB;Longueur PCB (cm);Largeur PCB (cm);Hauteur PCB (cm);Poids PCB (kg);Poids UVC;Volume (m3)
31050010;3118220017443;13118220017440;23118220017447;COUTEAU FURTIF BLANC VRAC GENCOD;240.0;6.0;34.0;27.0;31.5;11.28;0.047;0.028917000000000005
31050011;3118220017450;13118220017457;23118220017454;FOURCHETTE FURTIF BLANC VRAC GENCOD;240.0;6.0;38.0;24.0;31.5;11.251;0.046879166666666666;0.028728000000000004
31050012;3118220017467;13118220017464;23118220017461;CUILLERE FURTIF BLANC VRAC GENCOD;240.0;6.0;37.0;24.0;31.5;13.145;0.05477083333333333;0.027971999999999997
31050013;3118220017474;13118220017471;23118220017478;CAFE FURTIF BLANC VRAC GENCOD;240.0;6.0;38.0;20.0;28.5;6.05;0.025208333333333333;0.02166
31050014;3118220017481;13118220017488;23118220017485;COUTEAU FURTIF NOIR VRAC GENCOD;240.0;6.0;34.0;27.0;31.5;11.52;0.048;0.028917000000000005
31050015;3118220017498;13118220017495;23118220017492;FOURCHETTE FURTIF NOIR VRAC GENCOD;240.0;6.0;38.0;24.0;31.5;11.219;0.046745833333333334;0.028728000000000004
31050016;3118220017504;13118220017501;23118220017508;CUILLERE FURTIF NOIR VRAC GENCOD;240.0;6.0;37.0;24.0;31.5;12.57;0.052375;0.027971999999999997
31050017;3118220017511;13118220017518;23118220017515;CAFE FURTIF NOIR VRAC GENCOD;240.0;6.0;38.0;20.0;28.5;5.52;0.023;0.02166
31050018;3118220023383;;;COUTEAU FURTIF TERRE DE SIENNE 7631C VRAC + GENCOD;240.0;6.0;34.0;27.0;31.5;13.696;0.05706666666666667;0.028917000000000005
31050019;3118220023390;;;FOURCHETTE FURTIF TERRE DE SIENNE 7631C VRAC + GENCOD;240.0;6.0;38.0;24.0;31.5;11.97;0.049875;0.028728000000000004
31050020;3118220023406;;;CUILLERE FURTIF TERRE DE SIENNE 7631C VRAC + GENCOD;240.0;6.0;37.0;24.0;31.5;13.145;0.05477083333333333;0.027971999999999997
31050021;3118220023413;;;CAFE FURTIF TERRE DE SIENNE 7631C VRAC + GENCOD;240.0;6.0;38.0;20.0;26.5;6.05;0.025208333333333333;0.020139999999999998
31080001;3118220016767;;;COUTEAU INEDIT PIXEL AVEC GENCOD;240.0;12.0;33.0;26.0;26.0;11.677;0.048654166666666665;0.022307999999999998
31080002;3118220016774;;;FOURCHETTE INEDIT PIXEL AVEC GENCOD;240.0;12.0;32.5;26.0;26.0;8.94;0.03725;0.02197
31080003;3118220016781;;;CUILLERE INEDIT PIXEL AVEC GENCOD;240.0;12.0;32.5;26.0;26.0;12.1;0.050416666666666665;0.02197
31080004;3118220016798;;;CAFE INEDIT PIXEL AVEC GENCOD;240.0;12.0;38.0;18.0;20.0;6.66;0.02775;0.013680000000000001
31090001;3118220016514;;;COUTEAU INEDIT SCANDINAVE BLEU 5405C VRAC GENCOD;240.0;6.0;40.5;30.0;21.0;10.32;0.043000000000000003;0.025515
31090002;3118220016521;;;FOURCHETTE INEDIT SCANDINAVE BLEU 5405C VRAC GENCOD;240.0;6.0;43.0;28.0;28.5;7.2;0.030000000000000002;0.034314
31090003;3118220016538;;;CUILLERE INEDIT SCANDINAVE BLEU 5405C VRAC GENCOD;240.0;6.0;42.0;25.3;26.0;10.8;0.045000000000000005;0.027627599999999995
31090004;3118220016545;;;CAFE INEDIT SCANDINAVE BLEU 5405C VRAC GENCOD;240.0;6.0;36.5;18.5;28.0;6.0;0.025;0.018907
31090005;3118220016552;;;COUTEAU INEDIT SCANDINAVE ROUGE 483C VRAC GENCOD;240.0;6.0;40.5;30.0;21.0;11.357;0.04732083333333333;0.025515
31090006;3118220016569;;;FOURCHETTE INEDIT SCANDINAVE ROUGE 483C VRAC GENCOD;240.0;6.0;43.0;28.0;28.5;10.729;0.04470416666666666;0.034314
31090007;3118220016576;;;CUILLERE INEDIT SCANDINAVE ROUGE 483C VRAC GENCOD;240.0;6.0;42.0;25.3;26.0;12.04;0.050166666666666665;0.027627599999999995
31090008;3118220016583;;;CAFE INEDIT SCANDINAVE ROUGE 483C VRAC GENCOD;240.0;6.0;34.0;18.5;27.0;7.418;0.030908333333333333;0.016982999999999998
31090009;3118220016590;13118220016597;23118220016594;COUTEAU INEDIT SCANDINAVE NOIR VRAC GENCOD;240.0;6.0;35.0;28.5;27.0;11.641;0.04850416666666667;0.026932499999999998
31090010;3118220016606;13118220016603;23118220016600;FOURCHETTE INEDIT SCANDINAVE NOIR VRAC GENCOD;240.0;6.0;42.5;25.0;27.5;10.566;0.044025;0.02921875
31090011;3118220016613;13118220016610;23118220016617;CUILLERE INEDIT SCANDINAVE NOIR VRAC GENCOD;240.0;6.0;42.5;25.0;27.5;14.312;0.05963333333333333;0.02921875
31090012;3118220016620;13118220016627;23118220016624;CAFE INEDIT SCANDINAVE NOIR VRAC GENCOD;240.0;6.0;34.0;18.5;27.0;7.198;0.02999166666666667;0.016982999999999998
31100001;3118220017207;;;COUTEAU CALICOT UNION JACK VRAC GENCOD;240.0;6.0;33.5;26.5;32.0;9.28;0.03866666666666666;0.028408000000000003
31100002;3118220017214;;;FOURCHETTE CALICOT UNION JACK VRAC GENCOD;240.0;6.0;38.0;24.0;32.0;9.987;0.041612500000000004;0.029184
31100003;3118220017221;;;CUILLERE CALICOT UNION JACK VRAC GENCOD;240.0;6.0;38.0;24.0;32.0;10.529;0.04387083333333333;0.029184
31100004;3118220017238;;;CAFE CALICOT UNION JACK VRAC GENCOD;240.0;6.0;38.5;20.0;26.5;6.582;0.027424999999999998;0.020404999999999996
31100005;3118220017245;;;COUTEAU CALICOT USA VRAC GENCOD;240.0;6.0;33.5;26.5;32.0;9.725;0.04052083333333333;0.028408000000000003
31100006;3118220017252;;;FOURCHETTE CALICOT USA VRAC GENCOD;240.0;6.0;38.0;24.0;32.0;9.987;0.041612500000000004;0.029184
31100007;3118220017269;;;CUILLERE CALICOT USA VRAC GENCOD;240.0;6.0;38.0;24.0;32.0;10.529;0.04387083333333333;0.029184
31100008;3118220017276;;;CAFE CALICOT USA VRAC GENCOD;240.0;6.0;38.5;20.0;26.5;6.582;0.027424999999999998;0.020404999999999996
31100009;3118220017283;;;COUTEAU CALICOT PIXEL VRAC GENCOD;240.0;6.0;33.5;26.5;32.0;9.725;0.04052083333333333;0.028408000000000003
31100010;3118220017290;;;FOURCHETTE CALICOT PIXEL VRAC GENCOD;240.0;6.0;38.0;24.0;32.0;9.987;0.041612500000000004;0.029184
31100011;3118220017306;;;CUILLERE CALICOT PIXEL VRAC GENCOD;240.0;6.0;38.0;24.0;32.0;10.529;0.04387083333333333;0.029184
31100012;3118220017313;;;CAFE CALICOT PIXEL VRAC GENCOD;240.0;6.0;38.5;20.0;26.5;6.582;0.027424999999999998;0.020404999999999996
31100013;3118220017320;;;COUTEAU CALICOT SCANDINAVE NOIR VRAC GENCOD;240.0;6.0;33.5;26.5;32.0;9.725;0.04052083333333333;0.028408000000000003
31100014;3118220017337;;;FOURCHETTE CALICOT SCANDINAVE NOIR VRAC GENCOD;240.0;6.0;38.0;24.0;32.0;9.987;0.041612500000000004;0.029184
31100015;3118220017344;;;CUILLERE CALICOT SCANDINAVE NOIR VRAC GENCOD;240.0;6.0;38.0;24.0;32.0;10.529;0.04387083333333333;0.029184
31100016;3118220017351;;;CAFE CALICOT SCANDINAVE NOIR VRAC GENCOD;240.0;6.0;38.5;20.0;26.5;6.582;0.027424999999999998;0.020404999999999996
31100017;3118220017368;;;COUTEAU CALICOT SCANDINAVE ROUGE 483C VRAC GENCOD;240.0;6.0;33.5;26.5;32.0;9.725;0.04052083333333333;0.028408000000000003
31100018;3118220017375;;;FOURCHETTE CALICOT SCANDINAVE ROUGE 483C VRAC GENCOD;240.0;6.0;38.0;24.0;32.0;9.987;0.041612500000000004;0.029184
31100019;3118220017382;;;CUILLERE CALICOT SCANDINAVE ROUGE 483C VRAC GENCOD;240.0;6.0;38.0;24.0;32.0;10.529;0.04387083333333333;0.029184
31100020;3118220017399;;;CAFE CALICOT SCANDINAVE ROUGE 483C VRAC GENCOD;240.0;6.0;38.5;20.0;26.5;6.582;0.027424999999999998;0.020404999999999996
31100021;3118220017405;;;COUTEAU CALICOT GEOMETRIX SQUARE VRAC GENCOD;240.0;6.0;33.5;26.5;32.0;9.725;0.04052083333333333;0.028408000000000003
31100022;3118220017412;;;FOURCHETTE CALICOT GEOMETRIX SQUARE VRAC GENCOD;240.0;6.0;38.0;24.0;32.0;9.987;0.041612500000000004;0.029184
31100023;3118220017429;;;CUILLERE CALICOT GEOMETRIX SQUARE VRAC GENCOD;240.0;6.0;38.0;24.0;32.0;10.529;0.04387083333333333;0.029184
31100024;3118220017436;;;CAFE CALICOT GEOMETRIX SQUARE VRAC GENCOD;240.0;6.0;38.5;20.0;26.5;6.582;0.027424999999999998;0.020404999999999996
31100025;3614614332395;;;M16 CALICOT LONDON UNION JACK BOITE MDD CARREFOUR;3.0;3.0;22.0;15.5;29.0;1.971;0.657;0.009889
31100029;3118220018051;;;M16 CALICOT BRETAGNE BOITE DECO;6.0;6.0;31.0;29.5;23.5;4.24;0.7066666666666667;0.02149075
31100030;3118220018068;;;M16 CALICOT VENDEE BOITE DECO;6.0;6.0;31.0;29.5;23.5;4.24;0.7066666666666667;0.02149075
31100031;3118220018075;;;M16 CALICOT BASQUE BOITE DECO;6.0;6.0;31.0;29.5;23.5;4.24;0.7066666666666667;0.02149075
31100032;3118220018082;;;M16 CALICOT UNION JACK BOITE DECO;6.0;6.0;31.0;29.5;23.5;4.24;0.7066666666666667;0.02149075
31100033;3118220018099;;;M16 CALICOT USA BOITE DECO;6.0;6.0;31.0;29.5;23.5;4.24;0.7066666666666667;0.02149075
31100035;3118220018396;;;M16 CALICOT SCANDINAVE ROUGE 483C BOITE DECO;6.0;6.0;31.0;29.5;23.5;4.24;0.7066666666666667;0.02149075
31100037;3118220018419;;;M16 CALICOT GEOMETRIX SQUARE BOITE DECO;6.0;6.0;31.0;29.5;23.5;4.24;0.7066666666666667;0.02149075
31100039;3222476922045;;;M16 CALICOT PIXEL FINLANDEK;6.0;6.0;30.5;24.0;30.0;3.816;0.636;0.02196
31220001;3118220023673;;;M16 PANAME GRIS 427C BOITE TB COLLECTION;6.0;6.0;29.0;23.0;29.0;4.7;0.7833333333333333;0.019343
31220002;3118220023680;;;M16 PANAME ROUGE TERRACOTA 7427C BOITE TB COLLECTION;6.0;6.0;29.0;23.0;29.0;4.7;0.7833333333333333;0.019343
31220003;3118220023697;;;M16 PANAME BLEU NUIT 2380C BOITE TB COLLECTION;6.0;6.0;29.0;23.0;29.0;4.7;0.7833333333333333;0.019343
31250001;3118220023703;;;M24 ODYSSEE FOUGERE 7747C;6.0;6.0;30.0;23.5;29.0;4.656;0.7759999999999999;0.020444999999999998
31250002;3118220023710;;;M24 ODYSSEE COMETE BLEU 7699C;6.0;6.0;30.5;26.5;31.0;5.169;0.8614999999999999;0.025055749999999998
31250003;3118220023727;;;M24 ODYSSEE MYRTILLE 7666C;6.0;6.0;30.0;23.5;29.0;4.656;0.7759999999999999;0.020444999999999998
31250004;3118220023734;;;M24 ODYSSEE TANIN 696C;6.0;6.0;30.0;23.5;29.0;4.656;0.7759999999999999;0.020444999999999998
31260002;3615005728391;;;M24 COTTAGE CUIR CARREFOUR;3.0;3.0;23.5;16.5;30.0;2.649;0.883;0.011632499999999999
31260003;3615005728384;;;M24 COTTAGE RUBIS CARREFOUR;3.0;3.0;23.5;16.5;30.0;2.652;0.884;0.011632499999999999
31260004;3118220024205;;;M24 COTTAGE NOIR BOITE TB COLLECTION SUP COOL GREY;6.0;6.0;30.0;26.5;31.0;5.28;0.88;0.024644999999999997
31260005;3118220024212;13118220024219;23118220024216;M24 COTTAGE BOIS DE ROSE BOITE TB COLLECTION SUP COOL GREY;6.0;6.0;30.0;26.5;31.0;5.692;0.9486666666666667;0.024644999999999997
31260006;3118220024229;13118220024226;23118220024223;M24 COTTAGE FRAMBOISE BOITE TB COLLECTION SUP COOL GREY;6.0;6.0;30.0;26.5;31.0;5.692;0.9486666666666667;0.024644999999999997
31260007;3118220024908;13118220024905;23118220024902;COUTEAU COTTAGE EBENE + GENCOD;240.0;6.0;35.5;27.0;32.0;9.467;0.03944583333333333;0.030671999999999998
31260008;3118220024915;13118220024912;23118220024919;FOURCHETTE COTTAGE EBENE + GENCOD;240.0;6.0;38.0;25.5;32.5;9.602;0.04000833333333333;0.0314925
31260009;3118220024922;13118220024929;23118220024926;CUILLERE COTTAGE EBENE + GENCOD;240.0;6.0;39.0;24.5;32.0;9.6;0.04;0.030576
31260010;3118220024939;13118220024936;23118220024933;CAFE COTTAGE EBENE + GENCOD;240.0;6.0;39.5;20.0;27.0;5.32;0.022166666666666668;0.021330000000000002
31260011;3118220024946;13118220024943;23118220024940;COUTEAU COTTAGE RUBIS + GENCOD;240.0;6.0;35.0;27.5;32.0;7.92;0.033;0.0308
31260012;3118220024953;13118220024950;23118220024957;FOURCHETTE COTTAGE RUBIS + GENCOD;240.0;6.0;39.0;24.0;32.0;9.36;0.039;0.029951999999999996
31260013;3118220024960;13118220024967;23118220024964;CUILLERE COTTAGE RUBIS + GENCOD;240.0;6.0;39.0;24.5;32.0;11.02;0.04591666666666667;0.030576
31260014;3118220024977;13118220024974;23118220024971;CAFE COTTAGE RUBIS + GENCOD;240.0;6.0;38.5;20.5;27.5;4.32;0.018000000000000002;0.021704374999999998
31260015;3118220024984;13118220024981;23118220024988;COUTEAU COTTAGE CUIR + GENCOD;240.0;6.0;35.0;27.5;32.0;8.4;0.035;0.0308
31260016;3118220024991;13118220024998;23118220024995;FOURCHETTE COTTAGE CUIR + GENCOD;240.0;6.0;39.0;24.5;32.0;8.4;0.035;0.030576
31260017;3118220025004;13118220025001;23118220025008;CUILLERE COTTAGE CUIR + GENCOD;240.0;6.0;39.0;24.5;32.0;10.97;0.04570833333333334;0.030576
31260018;3118220025011;13118220025018;23118220025015;CAFE COTTAGE CUIR + GENCOD;240.0;6.0;38.5;20.5;27.5;4.32;0.018000000000000002;0.021704374999999998
31020027;3118220032835;;;CAFE NUANCE BRUYERE VRAC GENCOD;240.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
31260020;3118220028395;;;COUTEAU COTTAGE RUBIS VRAC;600.0;600.0;0.0;0.0;0.0;0.0;0.0;0.0
31260022;3118220030268;13118220030265;23118220030262;M16 COTTAGE NOIR BLACK C BOITE TB COLLECTION;6.0;6.0;30.0;27.0;32.0;4.213;0.7021666666666667;0.025920000000000002
31260023;3118220030275;13118220030272;23118220030279;M16 COTTAGE IVOIRE P1013 BOITE TB COLLECTION;6.0;6.0;30.0;27.0;32.0;3.744;0.624;0.025920000000000002
31260024;3118220036529;13118220036526;23118220036523;M16 COTTAGE BOIS DE ROSE BOITE TB COLLECTION;6.0;6.0;44.0;28.0;29.0;3.72;0.62;0.035728
31270001;3118220024168;;;COUTEAU INEDIT CARREAUX DE CIMENT+GENCOD;240.0;6.0;35.5;28.5;27.0;10.32;0.043000000000000003;0.02731725
31270002;3118220024175;;;FOURCHETTE INEDIT CARREAUX DE CIMENT+GENCOD;240.0;6.0;42.5;25.0;27.5;9.12;0.038;0.02921875
31270003;3118220024182;;;CUILLERE INEDIT CARREAUX DE CIMENT+GENCOD;240.0;6.0;42.5;25.0;27.5;14.5;0.06041666666666667;0.02921875
31270004;3118220024199;;;CAFE INÉDIT CARREAUX DE CIMENT+GENCOD;240.0;6.0;34.0;18.5;29.0;6.24;0.026000000000000002;0.018240999999999997
31340001;3118220025875;;;M16 INEDIT LIANE VERTE FOND BLANC BOITE TB COLLECTION;9.0;9.0;44.0;27.0;30.5;7.224;0.8026666666666666;0.036234
31550001;3118220030541;;;COUTEAU POINTU INEDIT HANNI MAELISS 2020 P2117C;240.0;6.0;40.5;30.0;21.0;11.357;0.04732083333333333;0.025515
31550002;3118220030558;;;FOURCHETTE INEDIT HANNI MAELISS 2020 P2117C;240.0;6.0;43.0;28.0;28.5;10.729;0.04470416666666666;0.034314
31550003;3118220030565;;;CUILLERE INEDIT HANNI MAELISS 2020 P2117C;240.0;6.0;42.0;25.3;26.0;12.972;0.05405;0.027627599999999995
31560001;3118220030718;;;COUTEAU INEDIT CHAT NEGATIF BLACK 6 C VRAC + GENCOD;240.0;6.0;35.0;28.0;28.0;11.725;0.048854166666666664;0.02744
31560002;3118220030725;;;FOURCHETTE INEDIT CHAT NEGATIF BLACK 6 C VRAC + GENCOD;240.0;6.0;42.0;25.0;27.0;10.253;0.04272083333333333;0.02835
31560003;3118220030732;;;CUILLERE INEDIT CHAT NEGATIF BLACK 6 C VRAC + GENCOD;240.0;6.0;42.0;25.0;27.0;14.025;0.0584375;0.02835
31560004;3118220030749;;;CAFE INEDIT CHAT NEGATIF BLACK 6 C VRAC + GENCOD;240.0;6.0;34.5;19.0;29.0;7.149;0.0297875;0.0190095
31560005;3118220030756;;;COUTEAU INEDIT CHAT GRIS 4292C VRAC + GENCOD;240.0;6.0;35.0;28.0;28.0;11.725;0.048854166666666664;0.02744
31560006;3118220030763;;;FOURCHETTE INEDIT CHAT GRIS 4292C VRAC + GENCOD;240.0;6.0;42.0;25.0;27.0;10.253;0.04272083333333333;0.02835
31560007;3118220030770;;;CUILLERE INEDIT CHAT GRIS 4292C VRAC + GENCOD;240.0;6.0;42.0;25.0;27.0;14.025;0.0584375;0.02835
31560008;3118220030787;;;CAFE INEDIT CHAT GRIS 4292C VRAC + GENCOD;240.0;6.0;34.5;19.0;29.0;6.0;0.025;0.0190095
31560009;3118220034426;;;M16 INEDIT CHAT NEGATIF NOIR EN BOITE TB COLLECTION;6.0;6.0;28.0;28.0;43.5;4.73;0.7883333333333334;0.034104
31560010;3118220034433;;;M16 INEDIT CHAT GRIS EN BOITE TB COLLECTION;6.0;6.0;28.5;28.0;43.5;4.73;0.7883333333333334;0.034713
31570001;3118220030794;;;COUTEAU INEDIT BAMBOU ROUGE 7623C VRAC + GENCOD;240.0;6.0;40.5;30.0;21.0;11.357;0.04732083333333333;0.025515
31570002;3118220030800;;;FOURCHETTE INEDIT BAMBOU ROUGE 7623C VRAC + GENCOD;240.0;6.0;43.0;28.0;28.5;10.729;0.04470416666666666;0.034314
31570003;3118220030817;;;CUILLERE INEDIT BAMBOU ROUGE 7623C VRAC + GENCOD;240.0;6.0;42.0;25.3;26.0;12.972;0.05405;0.027627599999999995
31570004;3118220030824;;;CAFE INEDIT BAMBOU ROUGE 7623C VRAC + GENCOD;240.0;6.0;36.5;18.5;28.0;7.611;0.0317125;0.018907
31570005;3118220030831;13118220030838;23118220030835;COUTEAU INEDIT BAMBOU VERT 3308C VRAC + GENCOD;240.0;6.0;40.5;30.0;21.0;9.6;0.04;0.025515
31570006;3118220030848;13118220030845;23118220030842;FOURCHETTE INEDIT BAMBOU VERT 3308C VRAC + GENCOD;240.0;6.0;43.0;28.0;28.5;8.44;0.035166666666666666;0.034314
31570007;3118220030855;13118220030852;23118220030859;CUILLERE INEDIT BAMBOU VERT 3308C VRAC + GENCOD;240.0;6.0;42.0;25.3;26.0;11.76;0.049;0.027627599999999995
31570008;3118220030862;13118220030869;23118220030866;CAFE INEDIT BAMBOU VERT 3308C VRAC + GENCOD;240.0;6.0;36.5;18.5;28.0;6.76;0.028166666666666666;0.018907
31570010;3118220034457;;;M16 INEDIT BAMBOU VERT EN BOITE TB COLLECTION;6.0;6.0;28.0;28.0;43.5;4.68;0.7799999999999999;0.034104
31580001;3118220030879;13118220030876;23118220030873;COUTEAU INEDIT CANNAGE CUMIN 457C VRAC + GENCOD;240.0;6.0;35.0;28.0;28.0;11.725;0.048854166666666664;0.02744
31580002;3118220030886;13118220030883;23118220030880;FOURCHETTE INEDIT CANNAGE CUMIN 457C VRAC + GENCOD;240.0;6.0;42.0;25.0;27.0;10.253;0.04272083333333333;0.02835
31580003;3118220030893;13118220030890;23118220030897;CUILLERE INEDIT CANNAGE CUMIN 457C VRAC + GENCOD;240.0;6.0;42.0;25.0;27.0;14.025;0.0584375;0.02835
31580004;3118220030909;13118220030906;23118220030903;CAFE INEDIT CANNAGE CUMIN 457C VRAC + GENCOD;240.0;6.0;34.5;19.0;29.0;7.149;0.0297875;0.0190095
31580005;3118220030916;13118220030913;23118220030910;COUTEAU INEDIT CANNAGE ROUGE 7623C VRAC + GENCOD;240.0;6.0;35.0;28.0;28.0;10.32;0.043000000000000003;0.02744
31580006;3118220030923;13118220030920;23118220030927;FOURCHETTE INEDIT CANNAGE ROUGE 7623C VRAC + GENCOD;240.0;6.0;42.0;25.0;27.0;8.64;0.036000000000000004;0.02835
31580007;3118220030930;13118220030937;23118220030934;CUILLERE INEDIT CANNAGE ROUGE 7623C VRAC + GENCOD;240.0;6.0;42.0;25.0;27.0;12.48;0.052000000000000005;0.02835
31580008;3118220030947;13118220030944;23118220030941;CAFE INEDIT CANNAGE ROUGE 7623C VRAC + GENCOD;240.0;6.0;34.5;19.0;29.0;6.0;0.025;0.0190095
31580009;3118220034464;;;M16 INEDIT CANNAGE BISTROT CUMIN EN BOITE TB COLLECTION;6.0;6.0;28.0;14.0;28.5;4.68;0.7799999999999999;0.011172000000000001
31580010;3118220034471;;;M16 INEDIT CANNAGE BISTROT ROUGE EN BOITE TB COLLECTION;6.0;6.0;28.5;28.0;43.5;4.68;0.7799999999999999;0.034713
31750001;3118220039834;13118220039831;23118220039838;M24 STUDIO BLEU ABYSSE PANTONE 533C;6.0;6.0;27.0;20.0;25.0;4.843;0.8071666666666667;0.013500000000000002
31750002;3118220039827;13118220039824;23118220039821;M24 STUDIO TERRACOTTA PANTONE 1807C;6.0;6.0;27.0;20.0;25.0;4.843;0.8071666666666667;0.013500000000000002
31750003;3118220039841;13118220039848;23118220039845;M24 STUDIO JAUNE SOLEIL PANTONE 113C;6.0;6.0;27.0;20.0;25.0;4.843;0.8071666666666667;0.013500000000000002
31750004;3118220039858;13118220039855;23118220039852;M24 STUDIO VERT DE GRIS PANTONE 5575C;6.0;6.0;27.0;20.0;25.0;4.843;0.8071666666666667;0.013500000000000002
31260021;3118220028401;;;COUTEAU COTTAGE CUIR VRAC;600.0;600.0;0.0;0.0;0.0;0.0;0.0;0.0
31760001;3118220040656;;;COUTEAU IVOIRE TB COLLECTION ST GERMAIN VRAC + GENCOD;0.0;0.0;0.0;0.0;0.0;0.0;;0.0
31760002;3118220040663;;;FOURCHETTE IVOIRE TB COLLECTION ST GERMAIN VRAC + GENCOD;0.0;0.0;0.0;0.0;0.0;0.0;;0.0
31760003;3118220040670;;;CUILLERE IVOIRE TB COLLECTION ST GERMAIN VRAC + GENCOD;0.0;0.0;0.0;0.0;0.0;0.0;;0.0
31760004;3118220040687;;;CAFE IVOIRE TB COLLECTION ST GERMAIN VRAC + GENCOD;0.0;0.0;0.0;0.0;0.0;0.0;;0.0
31760005;3118220040694;;;COUTEAU NOIR BLEUTE TB COLLECTION ST GERMAIN VRAC +GENCOD;0.0;0.0;0.0;0.0;0.0;0.0;;0.0
31760006;3118220040700;;;FOURCHETTE NOIR BLEUTE TB COLLECTION ST GERMAIN VRAC+GENCOD;0.0;0.0;0.0;0.0;0.0;0.0;;0.0
31760007;3118220040717;;;CUILLERE NOIR BLEUTE TB COLLECTION ST GERMAIN VRAC + GENCOD;0.0;0.0;0.0;0.0;0.0;0.0;;0.0
31760008;3118220040724;;;CAFE NOIR BLEUTE TB COLLECTION ST GERMAIN VRAC + GENCOD;0.0;0.0;0.0;0.0;0.0;0.0;;0.0
31760009;3118220042643;;;M16 SAINT GERMAIN IVOIRE EN BOITE TB PREMIUM;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
31930001;3616957760934; /;03616954319708;M24 LIGHT WOOD EN BOITE CARREFOUR HOME;3.0;3.0;25.5;16.0;29.5;3.54;1.18;0.012036
31760010;3118220042650;;;M16 SAINT GERMAIN NOIR BLEUTE EN BOITE TB PREMIUM;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
31930002;3616957761245;03616955895034;03616954320018;COUTEAU LIGHT WOOD  CARREFOUR HOME;240.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
31930003;3616957761238;03616955895027;03616954320001;FOURCHETTE LIGHT WOOD  CARREFOUR HOME;240.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
31930004;3616957761269;03616955895058;03616954320032;CUILLERE LIGHT WOOD  CARREFOUR HOME;240.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
31930006;3118220048294;13118220048291;23118220048298;M24 DROP GREY WOOD EN BOITE TB COLLECTION;3.0;3.0;26.0;16.0;30.0;2.877;0.959;0.01248
31930007;3118220048300;13118220048307;23118220048304;COUTEAU DROP GREY WOOD;240.0;6.0;34.5;27.5;33.0;9.6;0.04;0.031308749999999996
31930008;3118220048317;13118220048314;23118220048311;FOURCHETTE DROP GREY WOOD;240.0;6.0;38.5;25.0;32.0;9.6;0.04;0.0308
31930009;3118220048324;13118220048321;23118220048328;CUILLERE DROP GREY WOOD;240.0;6.0;38.0;25.0;32.0;9.6;0.04;0.0304
31930010;3118220048331;13118220048338;23118220048335;CAFE DROP GREY WOOD;240.0;6.0;39.0;20.0;27.0;4.8;0.02;0.021060000000000002
31930005;3616957761252;03616955895041;03616954320025;CAFE LIGHT WOOD CARREFOUR HOME;240.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
31930012;3616957761542;03616955895256;03616954320254;COUTEAU DARK WOOD CARREFOUR HOME;240.0;6.0;35.0;28.0;33.0;0.0;0.0;0.032339999999999994
31930013;3616957761535;03616955895249;03616954320247;FOURCHETTE DARK WOOD CARREFOUR HOME;240.0;6.0;38.0;24.5;32.0;0.0;0.0;0.029792
31930014;3616957761566;03616955895270;03616954320278;CUILLERE DARK WOOD CARREFOUR HOME;240.0;6.0;38.5;25.0;32.0;0.0;0.0;0.0308
31930015;3616957761559;03616955895263;03616954320261;CAFE DARK WOOD CARREFOUR HOME;240.0;6.0;37.5;20.0;27.5;0.0;0.0;0.020625
31930016;3118220048195;13118220048192;23118220048199;COUTEAU DROP LIGHT WOOD;240.0;6.0;34.5;27.0;32.0;0.0;0.0;0.029807999999999998
31930017;3118220048201;13118220048208;23118220048205;FOURCHETTE DROP LIGHT WOOD;240.0;6.0;39.0;25.0;32.0;0.0;0.0;0.031200000000000002
31930018;3118220048218;13118220048215;23118220048212;CUILLERE DROP LIGHT WOOD;240.0;6.0;38.5;25.0;32.0;0.0;0.0;0.0308
31930019;3118220048225;13118220048222;23118220048229;CAFE DROP LIGHT WOOD;240.0;6.0;38.5;20.5;27.0;0.0;0.0;0.02130975
31930020;3118220048232;13118220048239;23118220048236;M24 DROP LIGHT WOOD EN BOITE;3.0;3.0;26.5;16.5;30.5;0.0;0.0;0.013336125000000002
31930021;3118220048249;13118220048246;23118220048243;COUTEAU DROP DARK WOOD;240.0;6.0;35.0;28.0;33.0;0.0;0.0;0.032339999999999994
31930022;3118220048256;13118220048253;23118220048250;FOURCHETTE DROP DARK WOOD;240.0;6.0;38.0;24.5;32.0;0.0;0.0;0.029792
31930023;3118220048263;13118220048260;23118220048267;CUILLERE DROP DARK WOOD;240.0;6.0;38.5;25.0;32.0;0.0;0.0;0.0308
31930024;3118220048270;13118220048277;23118220048274;CAFE DROP DARK WOOD;240.0;6.0;37.5;20.0;27.5;0.0;0.0;0.020625
31930025;3118220048287;13118220048284;23118220048281;M24 DROP DARK WOOD EN BOITE;3.0;3.0;25.5;16.5;30.0;3.14;1.0466666666666666;0.012622500000000002
